listing_id,url,title,description,price_usd,size_m2,bedrooms,bedrooms_source,bedrooms_title_value,bedrooms_description_value,bedrooms_detail_value,bedrooms_conflict,bathrooms,bathrooms_source,bathrooms_title_value,bathrooms_description_value,bathrooms_detail_value,bathrooms_conflict,unit_floor,unit_floor_source,unit_floor_title_value,unit_floor_description_value,unit_floor_detail_value,unit_floor_conflict,building_total_floors,building_total_floors_source,building_total_floors_conflict,display_as_project,detail_json_exact_match
249447,https://www.realestate.com.kh/new-developments/orkide-the-royal-condominium/1-bed-1-bath-studio-249447/,Studio Room For Sale and Rent At Orkide 2004,"Property type Studio Title Hard Title Property ID 249447 Original ID REAKH-6623 Listed 1 year, 5 months ago Updated 6 months ago",40000,30.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,9,structured_floor_level,,,,,,,,False,True
248877,https://www.realestate.com.kh/new-developments/anata-residence/1-bed-1-bath-studio-248877/,Resale Studio Unit in ANATA Residence – Great for Living or Investment!,"Property type Studio Title Strata Title Property ID 248877 Original ID REAKH-6458 Listed 1 year, 5 months ago Updated 1 year, 5 months ago",58000,48.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,7,structured_floor_level,,,,,,,,False,True
248638,https://www.realestate.com.kh/buy/boeung-kak-1/1-bed-1-bath-studio-248638/,Studio Condo for Sale | UK Condo TK 3,"Property type Studio Title Strata Title Property ID 248638 Original ID REAKH-6402 Listed 1 year, 5 months ago Updated 1 year, 1 month ago",60000,48.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,8,structured_floor_level,,,,,,,,False,True
248240,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-apartment-248240/,Fully furnished studio unit for Sale / Rent I M residence,"Property type Apartment Property ID 248240 Original ID REAKH-6214 Listed 1 year, 6 months ago Updated a month ago",108000,35.0,1,structured_specification,0,,,title=0 from 'studio',1,structured_specification,,,,,16,structured_floor_level,,,,,,,,False,True
247984,https://www.realestate.com.kh/new-developments/the-pinnacle-residence/1-bed-1-bath-condo-247984/,Studio Room for Sale and Rent,"Property type Condo Property ID 247984 Original ID REAKH-6111 Listed 1 year, 6 months ago Updated 9 months ago",52800,32.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,10,structured_floor_level,,,,,,,,False,True
247941,https://www.realestate.com.kh/buy/bkk-3/1-bed-1-bath-studio-247941/,Studio Condominiums for Sale / Agile Sky residence,"Property type Studio Title Hard Title Property ID 247941 Original ID REAKH-6067 Listed 1 year, 6 months ago Updated a month ago",69000,39.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,18,structured_floor_level,,,,,,,,False,True
247492,https://www.realestate.com.kh/new-developments/urban-village-phase-2/1-bed-1-bath-studio-247492/,Studio for Sale / Urban Village 2,"Property type Studio Property ID 247492 Original ID REAKH-5853 Listed 1 year, 7 months ago Updated 1 year, 7 months ago",64000,28.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,8,structured_floor_level,,,,,,,,False,True
247475,https://www.realestate.com.kh/buy/boeung-kak-2/1-bed-1-bath-studio-247475/,Studio for Rent and Sale / De Castle Diamond,"Property type Studio Property ID 247475 Original ID REAKH-5843 Listed 1 year, 7 months ago Updated 1 year, 7 months ago",92625,71.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,14,structured_floor_level,,,,,,,,False,True
247430,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-studio-247430/,Studio Apartment for Rent and Sale,"Property type Studio Property ID 247430 Original ID REAKH-5827 Listed 1 year, 7 months ago Updated a month ago",72000,52.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,16,structured_floor_level,,,,,,,,False,True
247399,https://www.realestate.com.kh/new-developments/wealth-mansion/1-bed-1-bath-studio-247399/,A Studio Condo for Sale I Wealth Maison I Phnom Penh,"Property type Studio Title Strata Title Property ID 247399 Original ID REAKH-5801 Listed 1 year, 7 months ago Updated 1 year, 7 months ago",130000,35.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,17,structured_floor_level,,,,,,,,False,True
247398,https://www.realestate.com.kh/new-developments/the-penthouse-residence-51335/1-bed-1-bath-studio-247398/,Studio Condominium for Sale in The Penthouse Residence,"Property type Studio Title Strata Title Property ID 247398 Original ID REAKH-5800 Listed 1 year, 7 months ago Updated 1 year, 7 months ago",130000,36.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,27,structured_floor_level,,,,,,,,False,True
247210,https://www.realestate.com.kh/new-developments/diamond-twin-tower/1-bed-1-bath-studio-247210/,Luxury Studio Apartment for Sale in the Heart of Tonle Bassac!,"Property type Studio Title Hard Title Property ID 247210 Original ID REAKH-5724 Listed 1 year, 8 months ago Updated 11 months ago",90000,52.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,9,structured_floor_level,,,,,,,,False,True
247154,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-studio-247154/,Modern 1-Bedroom for Rent / BKK1,"Property type Studio Property ID 247154 Original ID REAKH-5657 Listed 1 year, 8 months ago Updated a month ago",84500,30.0,1,structured_specification,1,0,,description=0 from 'Studio',1,structured_specification,,,,,10,structured_floor_level,,,,,,,,False,True
246945,https://www.realestate.com.kh/new-developments/vue-aston/1-bed-1-bath-studio-246945/,Studio Condo in Vue Aston for Resale – Great for Living or Investment !,"Property type Studio Title Hard Title Property ID 246945 Original ID 12-z11a Listed 1 year, 8 months ago Updated a month ago",46000,32.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,12,structured_floor_level,,,,,,,,False,True
246762,https://www.realestate.com.kh/new-developments/the-view-serviced-residence-219558/1-bed-1-bath-studio-246762/,Fully Furnished Studio Condo for Sale I The View Serviced Residence,"Property type Studio Title Strata Title Property ID 246762 Original ID REAKH-5449 Listed 1 year, 8 months ago Updated a month ago",149000,35.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,23,structured_floor_level,,,,,,,,False,True
246372,https://www.realestate.com.kh/new-developments/j-tower-condo/1-bed-1-bath-studio-246372/,A Studio Condo for Sale in J Tower 1,"Property type Studio Property ID 246372 Original ID REAKH-5241 Listed 1 year, 9 months ago Updated a month ago",95000,45.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,16,structured_floor_level,,,,,,,,False,True
246357,https://www.realestate.com.kh/new-developments/diamond-twin-tower/1-bed-1-bath-studio-246357/,A Studio Condo for Sale I Diamond Twin Tower,"Property type Studio Title Hard Title Property ID 246357 Original ID REAKH-5230 Listed 1 year, 9 months ago Updated 1 year, 6 months ago",110000,52.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,9,structured_floor_level,,,,,,,,False,True
246280,https://www.realestate.com.kh/new-developments/the-view-serviced-residence-219558/1-bed-1-bath-studio-246280/,Studio Condo for Sale I The View Serviced Residence,"Property type Studio Title Strata Title Property ID 246280 Original ID REAKH-5191 Listed 1 year, 9 months ago Updated a month ago",108000,34.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,6,structured_floor_level,,,,,,,,False,True
245562,https://www.realestate.com.kh/buy/tonle-bassac/4-bed-3-bath-penthouse-245562/,3+1 Bedroom Penthouse for Sale/Rent I Rose Condo,Property type Penthouse Title Hard Title Property ID 245562 Original ID REAKH-4848,750000,195.0,4,structured_specification,1,,,title=1 from '1 Bedroom',3,structured_specification,,,,,28,structured_floor_level,,,,,,,,False,True
242614,https://www.realestate.com.kh/new-developments/wealth-mansion/1-bed-1-bath-studio-242614/,A Fully Furnished Big Studio For Sale I Wealth Maison,Property type Studio Title Strata Title Property ID 242614 Original ID REAKH-3553 Listed 2 years ago,150000,66.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,27,structured_floor_level,,,,,,,,False,True
245110,https://www.realestate.com.kh/new-developments/urban-village-phase-2/1-bed-1-bath-studio-245110/,Studio Condo for Sale I Urban Village Phase 2,"Discover a studio condo for sale in Urban Village Phase 2 , perfect for both living and investment . This unfurnished studio offers a gross area of 37 sqm and a net area of 28 sqm , situated on the 8th floor . It features an open living room , an L Shape kitchen , and 1 bathroom . The building includes a lift/elevator for easy access. Located near major attractions like Chip Mong Mega Mall 271 , AEON Mall Mean Chey , the New Airport , coffee shops, supermarkets, and restaurants, this condo is a prime choice. With a management fee of just $1.2 per sqm, it's a smart investment. Don’t miss out on this opportunity! Contact us today to learn more. Key Features: • Studio condo for sale, Urban Village Phase 2 • Gross area: 37 sqm • Net area: 28 sqm • 8th Floor • Unfurnished • 1 Bathroom • Open living room • L Shape kitchen • Management fee: $1.2/sqm • Lift/elevator",64000,37.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'studio',1,structured_specification,,1,,,8,structured_floor_level,,8,,,,,,False,True
244724,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-studio-244724/,Fully Furnished Studio Unit for Sale in BKK 1,Property type Studio Property ID 244724 Original ID REAKH-4445 Listed 2 years ago Updated a month ago,100000,30.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,9,structured_floor_level,,,,,,,,False,True
234611,https://www.realestate.com.kh/new-developments/anata-residence/,Anata Residence,"Total units 323 Unit types Condo, Studio Beds in a unit 1 to 1 Floor areas 30 m² to 56 m² Floors 25 Title Hard Title Listed 3 years ago Updated 5 days ago Property ID 234611 Original ID Anata Residence",54000,30.0,1,structured_specification,,0,,description=0 from 'Studio',,,,,,,,,,,,,25,structured_specification,,True,True
244269,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-studio-244269/,A Studio Unit for Sale/Rent I BKK 1,Property type Studio Title Strata Title Property ID 244269 Original ID REAKH-4058 Listed 2 years ago Updated a month ago,60000,25.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,8,structured_floor_level,,,,,,,,False,True
244252,https://www.realestate.com.kh/new-developments/the-penthouse-residence-51335/1-bed-1-bath-studio-244252/,A Studio Unit for Sale I The Penthouse Residence,Property type Studio Title Strata Title Property ID 244252 Original ID REAKH-4051 Listed 2 years ago Updated 2 years ago,130000,44.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,15,structured_floor_level,,,,,,,,False,True
244236,https://www.realestate.com.kh/new-developments/morgan-enmaison-condo-type/1-bed-1-bath-studio-244236/,Cozy Studio Condo for Sale/Rent | Morgan Enmaison | Chroy Changva,Property type Studio Title Hard Title Property ID 244236 Original ID REAKH-4260 Listed 2 years ago Updated 2 years ago,88000,3.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,,,,,,,,,,False,True
244158,https://www.realestate.com.kh/buy/srah-chak/1-bed-1-bath-condo-244158/,Studio Condo for Sale | Yuetai Phnom Penh Harbour,Property type Condo Title Strata Title Property ID 244158 Original ID REAKH-4236 Listed 2 years ago Updated 2 years ago,50000,50.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,8,structured_floor_level,,,,,,,,False,True
244116,https://www.realestate.com.kh/buy/tonle-bassac/1-bed-1-bath-condo-244116/,Studio room for sale in J Tower 1,Property type Condo Title Strata Title Property ID 244116 Listed 2 years ago Updated 2 years ago,85000,45.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,9,structured_floor_level,,,,,,,,False,True
244110,https://www.realestate.com.kh/buy/tonle-bassac/1-bed-1-bath-condo-244110/,Studio Room For Sale at Yuetai,Property type Condo Title Soft Title Property ID 244110 Original ID REAKH-4304 Listed 2 years ago,105300,70.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,23,structured_floor_level,,,,,,,,False,True
244092,https://www.realestate.com.kh/buy/tonle-bassac/1-bed-1-bath-condo-244092/,Studio Room for Rent | Koh Pich (Diamond Island),Property type Condo Title Hard Title Property ID 244092 Original ID REAKH-4302 Listed 2 years ago Updated 2 years ago,110000,62.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,21,structured_floor_level,,,,,,,,False,True
243570,https://www.realestate.com.kh/new-developments/star-city/1-bed-1-bath-condo-243570/,Studio Room | Urgent Sale | Star City Condo,Property type Condo Title Hard Title Property ID 243570 Original ID REAKH-4006 Listed 2 years ago Updated 2 years ago,58000,43.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,7,structured_floor_level,,,,,,,,False,True
242610,https://www.realestate.com.kh/buy/boeung-kak-2/1-bed-1-bath-studio-242610/,A Studio Condo For Sale I UK Plaza Condo,Property type Studio Title Strata Title Property ID 242610 Original ID REAKH-3496 Listed 2 years ago Updated 2 years ago,60000,33.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,18,structured_floor_level,,,,,,,,False,True
242552,https://www.realestate.com.kh/buy/kouk-khleang/1-bed-1-bath-studio-242552/,A Studio Condo For Sale/Rent I Galaxy Garden Residence,Property type Studio Title Strata Title Property ID 242552 Original ID REAKH-3473 Listed 2 years ago Updated 2 years ago,1458,48.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,7,structured_floor_level,,,,,,,,False,True
242548,https://www.realestate.com.kh/buy/boeung-kak-2/1-bed-1-bath-studio-242548/,A Studio Condo For Sale I UK Plaza Condo,Property type Studio Title Strata Title Property ID 242548 Original ID REAKH-3472 Listed 2 years ago Updated 2 years ago,60000,33.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,16,structured_floor_level,,,,,,,,False,True
242455,https://www.realestate.com.kh/buy/boeung-kak-2/1-bed-1-bath-studio-242455/,A Studio Condo for Sale I UK Plaza Condo,Property type Studio Title Strata Title Property ID 242455 Original ID REAKH-3430 Listed 2 years ago Updated 2 years ago,60000,33.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,15,structured_floor_level,,,,,,,,False,True
241751,https://www.realestate.com.kh/new-developments/morgan-enmaison-condo-type/1-bed-1-bath-studio-241751/,A Studio Condo For Sale/Rent I Morgan EnMaison,Property type Studio Title Hard Title Property ID 241751 Original ID REAKH-3110 Listed 2 years ago Updated 2 years ago,77000,45.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,16,structured_floor_level,,,,,,,,False,True
241107,https://www.realestate.com.kh/new-developments/ps-crystal-condominium/1-bed-1-bath-studio-241107/,Studio Room for Sale/Rent in PS Crystal Condominium,Property type Studio Title Hard Title Property ID 241107 Original ID REAKH-2834 Listed 2 years ago Updated 4 months ago,45000,49.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,5,structured_floor_level,,,,,,,,False,True
241094,https://www.realestate.com.kh/new-developments/ps-crystal-condominium/1-bed-1-bath-studio-241094/,Studio Room for Sale & Rent in PS Crystal Condominium,Property type Studio Title Hard Title Property ID 241094 Original ID REAKH-2825 Listed 2 years ago Updated 9 months ago,60000,58.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,5,structured_floor_level,,,,,,,,False,True
240214,https://www.realestate.com.kh/new-developments/morgan-enmaison-condo-type/1-bed-1-bath-studio-240214/,Studio Condo for Sale |Morgan EnMaison- Ideal for Living or Investment Opportunity!,Property type Studio Title Hard Title Property ID 240214 Original ID REAKH-2328 Listed 2 years ago Updated 2 years ago,76000,45.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,10,structured_floor_level,,,,,,,,False,True
240130,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-studio-240130/,Studio Unit For Sale/Rent in BKK 1,Property type Studio Title Hard Title Property ID 240130 Original ID REAKH-2445 Listed 2 years ago Updated a month ago,69000,35.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,8,structured_floor_level,,,,,,,,False,True
240032,https://www.realestate.com.kh/buy/boeung-kak-2/1-bed-1-bath-studio-240032/,A Studio Condo for Urgent Sale/Rent in TK,Property type Studio Title Hard Title Property ID 240032 Original ID REAKH-2228 Listed 2 years ago Updated 2 years ago,55000,27.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,20,structured_floor_level,,,,,,,,False,True
239887,https://www.realestate.com.kh/buy/boeung-kak-2/1-bed-1-bath-studio-239887/,One Bedroom Studio Condo For Urgent Sale I De Castle Diamond,Property type Studio Property ID 239887 Original ID REAKH-2325 Listed 2 years ago Updated 2 years ago,69000,60.0,1,structured_specification,1,0,,description=0 from 'Studio',1,structured_specification,,,,,8,structured_floor_level,,,,,,,,False,True
238673,https://www.realestate.com.kh/buy/boeung-kak-2/1-bed-1-bath-studio-238673/,Flexible Studio Room for Sale in TK,"Property type Studio Title Hard Title Property ID 238673 Original ID REAKH-1699 Listed 2 years ago Updated 1 year, 1 month ago",50000,33.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,17,structured_floor_level,,,,,,,,False,True
238555,https://www.realestate.com.kh/buy/tonle-bassac/1-bed-1-bath-condo-238555/,Spacious Studio Condo for Rent or Sale in Tonle Bassac,Property type Condo Title Hard Title Property ID 238555 Original ID REAKH-1675 Listed 2 years ago Updated 2 years ago,125000,42.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,13,structured_floor_level,,,,,,,,False,True
238144,https://www.realestate.com.kh/buy/boeung-kak-2/1-bed-1-bath-condo-238144/,Studio Condo for Sale and Rent in Toul Kork,Property type Condo Title Hard Title Property ID 238144 Original ID REAKH-1535 Listed 2 years ago Updated 2 years ago,45000,29.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,14,structured_floor_level,,,,,,,,False,True
237764,https://www.realestate.com.kh/buy/tuek-thla/1-bed-1-bath-condo-237764/,Under Market Value Studio Condo for Sale in Star City,Property type Condo Title Soft Title Property ID 237764 Original ID REAKH-1434 Listed 2 years ago Updated 2 years ago,95000,39.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,9,structured_floor_level,,,,,,,,False,True
236962,https://www.realestate.com.kh/buy/khmuonh/1-bed-1-bath-condo-236962/,Studio Condo for Sale in Phnom Penh Galaxy Garden,Property type Condo Title Hard Title Property ID 236962 Original ID RAEKH-1260 Listed 2 years ago Updated 2 years ago,70000,48.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,7,structured_floor_level,,,,,,,,False,True
235668,https://www.realestate.com.kh/new-developments/time-square-302/,Time Square 302,"About this property Time Square 302 Time Square 302 (Time Square 6): Affordable Luxury in BKK1 Following five sold-out projects in Phnom Penh, Megakim World Corp. presents Time Square 302 (Time Square 6). Standing 49 storeys tall, this modern tower is located on a prime corner of Street 302, guaranteeing 100% unobstructed views from every angle. True to the developer's slogan—""Affordable, Reliable, Livable, Investable""—it offers premium city living at highly competitive prices. Project Overview * Developer: Megakim World Corp. Ltd (Proven track record of success) * Location: St. 302, BKK1, Phnom Penh (Between St. 63 and Monivong Blvd) * Scale: 49 storeys | 370 total units | Freehold Strata Title * Ceiling height: 3.2 meters Premium Unit Layouts (Net vs Gross) * 2-Bed Type A: Net 80 m² | Gross 110 m² * 2-Bed Type B: Net 90 m² | Gross 125 m² * 1-Bed Units (All Types): Net 35–48 m² * 3 & 4-Bed Duplexes: Net 110 m² to 160 m² 5-Star Amenities & Building Layout * 48th Floor Rooftop: Open-air Swimming Pool, modern Fitness Gym, Yoga Studio, Sauna, and a Canopy Garden. * 37th Floor Clubhouse: Garden Park, Golf Simulator, private Cinema, Kids' Playroom, Cafe/Lounge, and Karaoke rooms. * 1F – 7F: 7 floors of secure, dedicated Car and Moto Parking. * Ground Floor: Elegant designer entrance lobby. Fees & Security * Management Fee: $1.00 per gross sqm / month * Safety Infrastructure: 24/7 security and reception, card-access elevators, CCTV, and a full backup power generator. Why Invest in Time Square 302 * Unbeatable Location : Located in BKK1, the heart of the city. You are surrounded by trendy cafes, restaurants, international schools, and just 10 minutes from AEON Mall 1. * Views That Never Block : Positioned perfectly on St. 302 to ensure future developments cannot block your stunning views of the city skyline. Contact us today to secure one of the exclusive resale units remaining! Read more",,50.0,1,structured_specification,,2,,description=2 from '2-Bed',,,,,,,48,description,,48,,,49,structured_specification,,True,True
234206,https://www.realestate.com.kh/buy/tuek-thla/1-bed-1-bath-condo-234206/,Studio Condo Unit Type S5 for Sale,Property type Condo Title Hard Title Property ID 234206 Original ID REAKH-888 Listed 3 years ago Updated 2 years ago,72000,30.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,5,structured_floor_level,,,,,,,,False,True
233956,https://www.realestate.com.kh/buy/bkk-3/1-bed-1-bath-studio-233956/,Modern Studio Unit Urgent Sale & Rent Under Market Price In Boeung Keng Kang Ti Bei Area,Property type Studio Title Hard Title Property ID 233956 Original ID S-C359 Listed 3 years ago Updated a month ago,90000,,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,,,,,,,,,,False,True
231452,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-studio-231452/,"Chroy Changva | Condo Studio Room | For Sale $92,000",Property type Studio Title Hard Title Property ID 231452 Original ID RPS47739 Listed 3 years ago Updated 3 years ago,92000,52.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,,,,,,,,,,False,True
223183,https://www.realestate.com.kh/new-developments/real-hope-condo/,Real Hope Condo,"Unit types Condo, Studio Beds in a unit 1 to 2 Decoration type Modern Condo Floor areas 37 m² to 70 m² Floors 27 Title Hard Title Listed 3 years ago Updated 5 days ago Property ID 223183",86142,37.0,1,structured_specification,,0,,description=0 from 'Studio',,,,,,,,,,,,,27,structured_specification,,True,True
222333,https://www.realestate.com.kh/new-developments/eastland-hotel-and-apartment/1-bed-1-bath-apartment-222333/,Rarest Modern Studio Apartment For Sale In The Best Location,Property type Apartment Title Hard Title Property ID 222333 Listed 3 years ago Updated 3 years ago,85000,38.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,,,,,,,,,,False,True
219050,https://www.realestate.com.kh/buy/ou-baek-kam/2004-219050/,URGENT RESALE! Fully-Furnished Studio at Orkide The Royal Condominium,Property type Condo Title Hard Title Property ID 219050 Listed 3 years ago Updated 3 years ago,68000,30.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,8,structured_floor_level,,,,,,,,False,True
218556,https://www.realestate.com.kh/buy/tonle-bassac/1-bed-1-bath-condo-218556/,Studio for Sale at Prince Plaza Condo,Property type Condo Title Hard Title Property ID 218556 Listed 3 years ago Updated 3 years ago,65000,,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,,,,,,,,,,False,True
203245,https://www.realestate.com.kh/buy/veal-vong/1-bed-1-bath-condo-203245/,Studio unit for sale and rent at Olympia City,"Property type Condo Title Hard Title Property ID 203245 Original ID 6726726 Listed 4 years ago Updated 1 year, 9 months ago",120000,46.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,,,,,,,,,,False,True
156231,https://www.realestate.com.kh/buy/bkk-1/studio-156231/,1 Bedroom Condo for Sale in Chamkarmon,Property type Studio Title Hard Title Property ID 156231 Original ID 4931456 Listed 5 years ago Updated a month ago,175000,50.0,1,title,1,0,,description=0 from 'Studio',,,,,,,3,structured_floor_level,,,,,,,,False,True
154930,https://www.realestate.com.kh/new-developments/the-garden-residency-ii/,The Garden Residency II,"Total units 369 Unit types Condo, Studio Beds in a unit 1 to 3 Decoration type Modern Style Condo Floor areas 30 m² to 84 m² Floors 33 Title Hard Title Greening rate 30% Listed 5 years ago Updated 5 days ago Property ID 154930",,30.0,1,structured_specification,,0,,description=0 from 'Studio',,,,,,,,,,,,,33,structured_specification,,True,True
93288,https://www.realestate.com.kh/new-developments/habitat-condominium/,Habitat Condominium,Total units 13 Beds in a unit 2 to 3 Decoration type Modern Condo Floor areas 90 m² to 193 m² Floors 14 Title Hard Title Listed 7 years ago Updated 2 months ago Property ID 93288,326745,90.0,2,structured_specification,,13,,description=13 from '13 Beds',,,,,,,,,,,,,14,structured_specification,,True,True
266349,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-condo-266349/,Studio Condo for Urgent Sale at The Vincent Chroy Changvar,Property type Condo Title Strata Title Property ID 266349 Listed 29 days ago Updated 29 days ago,35000,25.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,25,structured_floor_level,,,,,,,,False,True
265950,https://www.realestate.com.kh/buy/boeung-trabek/1-bed-1-bath-condo-265950/,Studio for Sale,Property type Condo Title Hard Title Property ID 265950 Original ID ACD26-064 Listed a month ago Updated a month ago,110000,31.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,,,,,,,,,,False,True
265935,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-condo-265935/,Studio Unit for Sale,Property type Condo Title Hard Title Property ID 265935 Original ID ACD26-056 Listed a month ago Updated a month ago,151660,41.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,,,,,,,,,,False,True
265924,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-condo-265924/,Studio For Sale,Property type Condo Title Hard Title Property ID 265924 Original ID ACD26-047 Listed a month ago Updated a month ago,65000,36.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,,,,,,,,,,False,True
265257,https://www.realestate.com.kh/buy/boeung-kak-2/315-265257/,Prime Studio Condo Opportunity at De Castle Diamond - Toul Kork,"Looking for the perfect investment or a cozy urban home? Secure your spot in one of Phnom Penh’s most established residential landmarks. Unit: #1309 (Studio Type) Size: 56 m² Price: $45,000 (Excellent value) Location: Heart of Toul Kork – close to TK Avenue, top universities, and international schools. Lifestyle: Access to full building amenities including swimming pool, gym, and 24/7 security. Whether you're looking for a steady rental income or a convenient city base, this unit is a must-see. 📩 Message for a private viewing or more info!",45000,56.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,13,structured_floor_level,,,,,,,,False,True
